absolute_pdt,absolute_utc,eclipse,SAA,Spacecraft_mode,SHARP_mode,MeDDEA_mode
2025-06-19 14:40:30,2025-06-19 21:40:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-19 15:40:00,2025-06-19 22:40:00,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-19 16:15:20,2025-06-19 23:15:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-19 17:14:50,2025-06-20 00:14:50,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-19 17:50:10,2025-06-20 00:50:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-19 18:49:40,2025-06-20 01:49:40,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-19 19:25:00,2025-06-20 02:25:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-19 20:24:30,2025-06-20 03:24:30,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-19 20:59:50,2025-06-20 03:59:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-19 21:59:20,2025-06-20 04:59:20,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-19 22:34:50,2025-06-20 05:34:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-19 23:34:10,2025-06-20 06:34:10,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-20 00:09:40,2025-06-20 07:09:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 01:09:00,2025-06-20 08:09:00,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-20 01:44:30,2025-06-20 08:44:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 02:44:00,2025-06-20 09:44:00,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-20 03:19:20,2025-06-20 10:19:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 04:18:50,2025-06-20 11:18:50,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-20 04:54:10,2025-06-20 11:54:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 05:37:10,2025-06-20 12:37:10,False,1,PAYLOAD,ENGINEERING,IDLE
2025-06-20 05:39:00,2025-06-20 12:39:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 05:53:40,2025-06-20 12:53:40,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-20 06:29:00,2025-06-20 13:29:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 07:10:40,2025-06-20 14:10:40,False,1,PAYLOAD,ENGINEERING,IDLE
2025-06-20 07:16:10,2025-06-20 14:16:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 07:16:20,2025-06-20 14:16:20,False,1,PAYLOAD,ENGINEERING,IDLE
2025-06-20 07:16:30,2025-06-20 14:16:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 07:28:30,2025-06-20 14:28:30,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-20 08:03:50,2025-06-20 15:03:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 08:42:20,2025-06-20 15:42:20,False,1,PAYLOAD,ENGINEERING,IDLE
2025-06-20 08:53:30,2025-06-20 15:53:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-06-20 09:03:20,2025-06-20 16:03:20,True,0,PAYLOAD,IDLE,SCIENCE
2025-06-20 09:38:40,2025-06-20 16:38:40,False,0,PAYLOAD,SCIENCE,SCIENCE
