absolute_pdt,eclipse,SAA,Spacecraft_mode,SHARP_mode,MeDDEA_mode
2025-03-27 04:24:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 05:23:30,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 05:58:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 06:41:20,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-27 06:44:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 06:58:20,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 07:33:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 08:14:30,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-27 08:22:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 08:22:10,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-27 08:22:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 08:33:10,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 09:08:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 09:46:00,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-27 09:58:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 10:08:00,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 10:43:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 11:20:30,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-27 11:33:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 11:42:50,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 12:18:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 12:57:30,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-27 12:57:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 12:58:00,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-27 13:03:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 13:17:40,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 13:53:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 14:52:30,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 15:27:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 16:27:20,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 17:02:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 18:02:10,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 18:37:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 19:37:00,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 20:12:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 21:12:00,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 21:47:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-27 22:46:50,True,0,PAYLOAD,IDLE,IDLE
2025-03-27 23:22:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 00:21:40,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 00:57:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 01:56:30,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 02:31:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 03:31:20,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 04:06:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 05:06:10,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 05:41:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 06:24:10,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-28 06:27:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 06:41:00,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 07:16:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 07:57:40,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-28 08:04:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 08:15:50,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 08:51:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 09:29:20,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-28 09:41:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 09:50:40,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 10:26:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 11:03:10,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-28 11:16:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 11:25:30,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 12:00:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 12:39:50,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-28 12:47:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 13:00:20,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 13:35:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 14:35:10,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 15:10:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 16:10:00,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 16:45:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 17:44:50,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 18:20:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 19:19:40,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 19:55:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 20:54:30,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 21:29:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-28 22:29:20,True,0,PAYLOAD,IDLE,IDLE
2025-03-28 23:04:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 00:04:10,True,0,PAYLOAD,IDLE,IDLE
2025-03-29 00:39:40,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 01:39:00,True,0,PAYLOAD,IDLE,IDLE
2025-03-29 02:14:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 03:14:00,True,0,PAYLOAD,IDLE,IDLE
2025-03-29 03:49:20,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 04:48:50,True,0,PAYLOAD,IDLE,IDLE
2025-03-29 05:24:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 06:07:10,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-29 06:09:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 06:23:40,True,0,PAYLOAD,IDLE,IDLE
2025-03-29 06:59:00,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 07:40:40,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-29 07:46:10,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 07:46:20,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-29 07:46:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 07:58:30,True,0,PAYLOAD,IDLE,IDLE
2025-03-29 08:33:50,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 09:12:20,False,1,PAYLOAD,ENGINEERING,IDLE
2025-03-29 09:23:30,False,0,PAYLOAD,SCIENCE,SCIENCE
2025-03-29 09:33:20,True,0,PAYLOAD,IDLE,IDLE
2025-03-29 10:08:40,False,0,PAYLOAD,SCIENCE,SCIENCE
